,caseid_new,partner_political,resondent_political,income_gap_raw,same_political,income_gap,respondent_earn_more
498,788331,democrat,democrat,partner earned more,1,1.0,0.0
499,789391,republican,republican,i earned more,1,1.0,1.0
500,790595,no preference,democrat,partner earned more,0,1.0,0.0
501,791225,no preference,republican,we earned about the same amount,0,0.0,
502,792573,democrat,democrat,partner earned more,1,1.0,0.0
503,793436,democrat,democrat,i earned more,1,1.0,1.0
504,794276,republican,democrat,partner earned more,0,1.0,0.0
505,797421,democrat,democrat,i earned more,1,1.0,1.0
506,798543,independent,republican,partner earned more,0,1.0,0.0
507,799451,democrat,democrat,partner earned more,1,1.0,0.0
508,800531,independent,republican,partner earned more,0,1.0,0.0
509,803573,democrat,democrat,i earned more,1,1.0,1.0
510,805546,democrat,democrat,i earned more,1,1.0,1.0
511,806551,democrat,democrat,partner earned more,1,1.0,0.0
512,808583,republican,republican,we earned about the same amount,1,0.0,
513,809281,republican,republican,partner earned more,1,1.0,0.0
514,810426,no preference,republican,we earned about the same amount,0,0.0,
515,811741,democrat,democrat,i earned more,1,1.0,1.0
516,813506,democrat,democrat,i earned more,1,1.0,1.0
517,816456,independent,democrat,partner earned more,0,1.0,0.0
518,817691,no preference,republican,partner earned more,0,1.0,0.0
519,818301,republican,republican,i earned more,1,1.0,1.0
520,819481,republican,republican,i earned more,1,1.0,1.0
521,820666,democrat,republican,partner earned more,0,1.0,0.0
522,821611,independent,democrat,we earned about the same amount,0,0.0,
523,825281,republican,republican,partner earned more,1,1.0,0.0
524,826486,democrat,democrat,we earned about the same amount,1,0.0,
525,827952,republican,republican,refused,1,,
526,828286,democrat,democrat,partner earned more,1,1.0,0.0
527,829216,no preference,republican,partner earned more,0,1.0,0.0
528,830551,no preference,democrat,we earned about the same amount,0,0.0,
529,831431,republican,republican,refused,1,,
530,832551,independent,republican,partner earned more,0,1.0,0.0
531,834531,democrat,democrat,partner earned more,1,1.0,0.0
532,836491,democrat,democrat,partner earned more,1,1.0,0.0
533,837215,democrat,democrat,partner earned more,1,1.0,0.0
534,838523,democrat,democrat,partner earned more,1,1.0,0.0
535,839386,democrat,democrat,partner earned more,1,1.0,0.0
536,840205,republican,republican,partner earned more,1,1.0,0.0
537,841581,democrat,democrat,partner earned more,1,1.0,0.0
538,842195,independent,democrat,i earned more,0,1.0,1.0
539,843215,democrat,democrat,i earned more,1,1.0,1.0
540,846681,republican,republican,partner earned more,1,1.0,0.0
541,847471,no preference,other,i earned more,0,1.0,1.0
542,849591,democrat,democrat,partner earned more,1,1.0,0.0
543,850621,democrat,democrat,partner earned more,1,1.0,0.0
544,852291,republican,republican,i earned more,1,1.0,1.0
545,854321,no preference,republican,i earned more,0,1.0,1.0
546,855291,democrat,democrat,partner earned more,1,1.0,0.0
547,857421,independent,democrat,partner earned more,0,1.0,0.0
548,860495,democrat,democrat,i earned more,1,1.0,1.0
549,863321,independent,republican,partner earned more,0,1.0,0.0
550,864491,republican,republican,partner earned more,1,1.0,0.0
551,865761,republican,republican,partner earned more,1,1.0,0.0
552,866281,republican,republican,we earned about the same amount,1,0.0,
553,867591,republican,democrat,partner earned more,0,1.0,0.0
554,870281,democrat,democrat,partner earned more,1,1.0,0.0
555,871691,republican,republican,partner earned more,1,1.0,0.0
556,872215,democrat,republican,partner earned more,0,1.0,0.0
557,873623,democrat,democrat,we earned about the same amount,1,0.0,
558,875485,no preference,democrat,partner earned more,0,1.0,0.0
559,877525,democrat,democrat,we earned about the same amount,1,0.0,
560,878321,democrat,democrat,i earned more,1,1.0,1.0
561,879303,democrat,democrat,partner earned more,1,1.0,0.0
562,881325,democrat,democrat,i earned more,1,1.0,1.0
563,883411,democrat,democrat,partner earned more,1,1.0,0.0
564,885511,democrat,democrat,partner earned more,1,1.0,0.0
565,886295,no preference,democrat,partner earned more,0,1.0,0.0
566,887421,independent,democrat,i earned more,0,1.0,1.0
567,888391,republican,republican,i earned more,1,1.0,1.0
568,889295,democrat,democrat,i earned more,1,1.0,1.0
569,891551,independent,democrat,i earned more,0,1.0,1.0
570,892453,democrat,republican,i earned more,0,1.0,1.0
571,895411,independent,republican,partner earned more,0,1.0,0.0
572,896413,no preference,republican,i earned more,0,1.0,1.0
573,898456,democrat,democrat,partner earned more,1,1.0,0.0
574,899246,independent,democrat,i earned more,0,1.0,1.0
575,900391,democrat,republican,i earned more,0,1.0,1.0
576,901691,independent,republican,partner earned more,0,1.0,0.0
577,902521,democrat,democrat,i earned more,1,1.0,1.0
578,903206,democrat,democrat,we earned about the same amount,1,0.0,
579,904751,democrat,democrat,partner earned more,1,1.0,0.0
580,905491,democrat,democrat,partner earned more,1,1.0,0.0
581,906593,no preference,democrat,partner earned more,0,1.0,0.0
582,907301,republican,republican,we earned about the same amount,1,0.0,
583,909792,independent,democrat,partner earned more,0,1.0,0.0
584,910521,no preference,democrat,partner earned more,0,1.0,0.0
585,918235,democrat,democrat,partner earned more,1,1.0,0.0
586,919582,democrat,democrat,i earned more,1,1.0,1.0
587,922591,republican,republican,partner earned more,1,1.0,0.0
588,923466,democrat,democrat,we earned about the same amount,1,0.0,
589,924602,democrat,democrat,i earned more,1,1.0,1.0
590,926551,republican,republican,i earned more,1,1.0,1.0
591,928523,no preference,republican,partner earned more,0,1.0,0.0
592,932566,democrat,democrat,i earned more,1,1.0,1.0
593,934261,democrat,democrat,i earned more,1,1.0,1.0
594,935521,democrat,democrat,partner earned more,1,1.0,0.0
595,939441,independent,republican,i earned more,0,1.0,1.0
596,942656,democrat,democrat,partner earned more,1,1.0,0.0
597,943441,republican,republican,i earned more,1,1.0,1.0
598,944531,democrat,democrat,i earned more,1,1.0,1.0
599,945665,democrat,democrat,partner earned more,1,1.0,0.0
600,946371,independent,republican,partner earned more,0,1.0,0.0
601,948531,independent,republican,i earned more,0,1.0,1.0
602,951271,democrat,democrat,i earned more,1,1.0,1.0
603,952371,independent,democrat,i earned more,0,1.0,1.0
604,953681,democrat,democrat,partner earned more,1,1.0,0.0
605,954702,democrat,democrat,we earned about the same amount,1,0.0,
606,956591,republican,republican,partner earned more,1,1.0,0.0
607,959381,republican,republican,we earned about the same amount,1,0.0,
608,960593,democrat,democrat,i earned more,1,1.0,1.0
609,963573,republican,democrat,i earned more,0,1.0,1.0
610,965575,independent,democrat,i earned more,0,1.0,1.0
611,966351,republican,republican,i earned more,1,1.0,1.0
612,967663,republican,democrat,partner earned more,0,1.0,0.0
613,971831,republican,republican,we earned about the same amount,1,0.0,
614,972391,democrat,democrat,i earned more,1,1.0,1.0
615,973581,democrat,democrat,partner earned more,1,1.0,0.0
616,974591,democrat,democrat,partner earned more,1,1.0,0.0
617,976531,democrat,democrat,partner earned more,1,1.0,0.0
618,977741,republican,republican,we earned about the same amount,1,0.0,
619,978651,republican,republican,partner earned more,1,1.0,0.0
620,979711,no preference,other,partner earned more,0,1.0,0.0
621,982591,republican,republican,partner earned more,1,1.0,0.0
622,983661,republican,republican,i earned more,1,1.0,1.0
623,984451,democrat,democrat,i earned more,1,1.0,1.0
624,985571,independent,democrat,partner earned more,0,1.0,0.0
625,986481,no preference,democrat,i earned more,0,1.0,1.0
626,987411,republican,republican,i earned more,1,1.0,1.0
627,989215,no preference,democrat,partner earned more,0,1.0,0.0
628,990636,independent,republican,i earned more,0,1.0,1.0
629,991466,republican,democrat,i earned more,0,1.0,1.0
630,992341,republican,republican,we earned about the same amount,1,0.0,
631,995656,democrat,democrat,i earned more,1,1.0,1.0
632,998391,democrat,democrat,i earned more,1,1.0,1.0
633,999231,democrat,democrat,partner earned more,1,1.0,0.0
634,1000561,independent,democrat,i earned more,0,1.0,1.0
635,1001791,democrat,democrat,partner earned more,1,1.0,0.0
636,1003291,democrat,democrat,i earned more,1,1.0,1.0
637,1004741,republican,republican,i earned more,1,1.0,1.0
638,1005421,democrat,democrat,partner earned more,1,1.0,0.0
639,1006611,"another party, please specify",democrat,we earned about the same amount,0,0.0,
640,1008275,republican,republican,partner earned more,1,1.0,0.0
641,1009361,independent,democrat,i earned more,0,1.0,1.0
642,1010732,democrat,democrat,we earned about the same amount,1,0.0,
643,1011511,democrat,democrat,we earned about the same amount,1,0.0,
644,1013451,republican,republican,i earned more,1,1.0,1.0
645,1015371,democrat,democrat,i earned more,1,1.0,1.0
646,1017606,democrat,democrat,partner earned more,1,1.0,0.0
647,1018641,democrat,republican,i earned more,0,1.0,1.0
648,1021791,no preference,democrat,partner earned more,0,1.0,0.0
649,1022721,republican,democrat,i earned more,0,1.0,1.0
650,1023721,independent,republican,partner earned more,0,1.0,0.0
651,1024643,democrat,democrat,we earned about the same amount,1,0.0,
652,1026381,no preference,republican,partner earned more,0,1.0,0.0
653,1029571,democrat,democrat,partner earned more,1,1.0,0.0
654,1030441,republican,republican,i earned more,1,1.0,1.0
655,1031721,republican,republican,i earned more,1,1.0,1.0
656,1033811,democrat,democrat,i earned more,1,1.0,1.0
657,1034483,democrat,democrat,we earned about the same amount,1,0.0,
658,1035596,democrat,democrat,partner earned more,1,1.0,0.0
659,1036721,independent,republican,partner earned more,0,1.0,0.0
660,1037633,republican,republican,i earned more,1,1.0,1.0
661,1038241,no preference,republican,we earned about the same amount,0,0.0,
662,1039481,republican,republican,partner earned more,1,1.0,0.0
663,1040361,democrat,democrat,partner earned more,1,1.0,0.0
664,1041291,democrat,democrat,partner earned more,1,1.0,0.0
665,1043811,republican,republican,i earned more,1,1.0,1.0
666,1044601,democrat,democrat,i earned more,1,1.0,1.0
667,1045611,democrat,democrat,partner earned more,1,1.0,0.0
668,1046321,democrat,democrat,i earned more,1,1.0,1.0
669,1048266,democrat,democrat,i earned more,1,1.0,1.0
670,1050395,democrat,democrat,i earned more,1,1.0,1.0
671,1052595,democrat,democrat,we earned about the same amount,1,0.0,
672,1057782,no preference,republican,i earned more,0,1.0,1.0
673,1058195,democrat,republican,partner earned more,0,1.0,0.0
674,1059286,democrat,democrat,we earned about the same amount,1,0.0,
675,1061491,republican,republican,partner earned more,1,1.0,0.0
676,1062551,republican,republican,we earned about the same amount,1,0.0,
677,1064496,democrat,democrat,i earned more,1,1.0,1.0
678,1069616,democrat,democrat,partner earned more,1,1.0,0.0
679,1073351,no preference,republican,i earned more,0,1.0,1.0
680,1074381,democrat,democrat,partner earned more,1,1.0,0.0
681,1075832,no preference,republican,partner earned more,0,1.0,0.0
682,1076291,"another party, please specify",republican,i earned more,0,1.0,1.0
683,1078631,democrat,democrat,partner earned more,1,1.0,0.0
684,1079255,independent,democrat,i earned more,0,1.0,1.0
685,1080831,republican,republican,partner earned more,1,1.0,0.0
686,1083446,democrat,democrat,i earned more,1,1.0,1.0
687,1084706,democrat,democrat,partner earned more,1,1.0,0.0
688,1085626,democrat,democrat,i earned more,1,1.0,1.0
689,1087551,democrat,democrat,partner earned more,1,1.0,0.0
690,1090535,democrat,democrat,i earned more,1,1.0,1.0
691,1091712,democrat,democrat,partner earned more,1,1.0,0.0
692,1092291,independent,democrat,i earned more,0,1.0,1.0
693,1093441,democrat,democrat,partner earned more,1,1.0,0.0
694,1094453,democrat,democrat,partner earned more,1,1.0,0.0
695,1096341,no preference,republican,partner earned more,0,1.0,0.0
696,1097281,democrat,democrat,partner earned more,1,1.0,0.0
697,1098406,democrat,democrat,we earned about the same amount,1,0.0,
698,1099651,independent,republican,i earned more,0,1.0,1.0
699,1100361,democrat,republican,partner earned more,0,1.0,0.0
700,1101471,independent,republican,partner earned more,0,1.0,0.0
701,1103641,democrat,democrat,partner earned more,1,1.0,0.0
702,1104541,no preference,democrat,i earned more,0,1.0,1.0
703,1105706,independent,democrat,i earned more,0,1.0,1.0
704,1106521,democrat,democrat,partner earned more,1,1.0,0.0
705,1109341,democrat,democrat,partner earned more,1,1.0,0.0
706,1110421,republican,republican,we earned about the same amount,1,0.0,
707,1111291,democrat,democrat,partner earned more,1,1.0,0.0
708,1112651,democrat,democrat,i earned more,1,1.0,1.0
709,1113205,republican,republican,partner earned more,1,1.0,0.0
710,1114781,independent,republican,partner earned more,0,1.0,0.0
711,1115241,republican,republican,partner earned more,1,1.0,0.0
712,1118711,independent,republican,i earned more,0,1.0,1.0
713,1119781,democrat,democrat,i earned more,1,1.0,1.0
714,1121235,democrat,democrat,partner earned more,1,1.0,0.0
715,1123532,no preference,republican,i earned more,0,1.0,1.0
716,1124611,democrat,democrat,partner earned more,1,1.0,0.0
717,1127351,democrat,democrat,partner earned more,1,1.0,0.0
718,1130254,no preference,republican,i earned more,0,1.0,1.0
719,1131421,independent,democrat,i earned more,0,1.0,1.0
720,1133286,no preference,democrat,partner earned more,0,1.0,0.0
721,1134571,democrat,democrat,partner earned more,1,1.0,0.0
722,1135451,independent,republican,we earned about the same amount,0,0.0,
723,1136341,independent,democrat,we earned about the same amount,0,0.0,
724,1137461,democrat,democrat,partner earned more,1,1.0,0.0
725,1138226,independent,republican,partner earned more,0,1.0,0.0
726,1140623,no preference,republican,partner earned more,0,1.0,0.0
727,1144612,republican,republican,partner earned more,1,1.0,0.0
728,1145473,republican,democrat,partner earned more,0,1.0,0.0
729,1146742,no preference,democrat,i earned more,0,1.0,1.0
730,1147471,republican,republican,partner earned more,1,1.0,0.0
731,1148571,democrat,democrat,i earned more,1,1.0,1.0
732,1149591,democrat,democrat,we earned about the same amount,1,0.0,
733,1152556,independent,democrat,i earned more,0,1.0,1.0
734,1153741,republican,republican,we earned about the same amount,1,0.0,
735,1154421,democrat,democrat,i earned more,1,1.0,1.0
736,1155496,republican,republican,i earned more,1,1.0,1.0
737,1157671,republican,republican,partner earned more,1,1.0,0.0
738,1160731,independent,republican,i earned more,0,1.0,1.0
739,1162493,democrat,democrat,partner earned more,1,1.0,0.0
740,1163761,republican,republican,i earned more,1,1.0,1.0
741,1164235,democrat,democrat,partner earned more,1,1.0,0.0
742,1166341,republican,democrat,i earned more,0,1.0,1.0
743,1169771,republican,republican,refused,1,,
744,1170601,no preference,democrat,partner earned more,0,1.0,0.0
745,1171561,republican,republican,we earned about the same amount,1,0.0,
